time,USD bal,BTC bal,BTC bid,BTC ask,BTC diff,LTC bid,LTC ask,LTC diff,DOGE bid,DOGE ask,DOGE diff
Wed Jul 16 02:44:46 2014 ,-6.889002904,-0.01100449,615.80121,626.01748,-0.04066272,70.922,71.58,0,2399315.9,2412512,71159.46355
Wed Jul 16 02:47:32 2014 , -6.88899795204 , -0.0110044896894 , 615.83123 , 626.01703 , -0.04066272 , 70.92200 , 71.58000 , 0.0 , 2399315.90000 , 2412512.00000 , 71159.46355 
Wed Jul 16 02:51:21 2014 , -6.89059866511 , -0.0110044896894 , 615.85128 , 626.16249 , -0.04066272 , 70.92200 , 71.58000 , 0.0 , 2399315.90000 , 2412512.00000 , 71159.46355 
Wed Jul 16 02:54:13 2014 , -6.89059899525 , -0.0110044896894 , 615.85129 , 626.16252 , -0.04066272 , 70.92200 , 71.58000 , 0.0 , 2399315.90000 , 2412512.00000 , 71159.46355 
Wed Jul 16 05:54:55 2014 , -7.41067322538 , -0.0118342399178 , 615.05007 , 626.20610 , -0.0454093 , 71.16553 , 71.74000 , 0.0 , 2461002.90000 , 2510469.10000 , 82628.32023 
Wed Jul 16 08:58:28 2014 , -7.45513397167 , -0.0119378706595 , 613.98945 , 624.49445 , -0.0454093 , 72.00589 , 73.39070 , 0.0 , 2468622.40000 , 2490000.00000 , 82628.32023 
Wed Jul 16 12:02:01 2014 , -7.50393153384 , -0.0119821509253 , 613.99945 , 626.25914 , -0.04580882 , 72.43733 , 73.60895 , 0.0 , 2472020.90000 , 2521708.60000 , 83620.23293 
Wed Jul 16 15:05:34 2014 , -7.97560855204 , -0.0127625231557 , 613.76470 , 624.92412 , -0.04619936 , 72.87664 , 73.77230 , 0.0 , 2530567.20000 , 2550000.00000 , 84614.16259 
Wed Jul 16 18:09:08 2014 , -8.11972337158 , -0.0130020226706 , 613.76470 , 624.49694 , -0.04734803 , 72.87664 , 73.72947 , 0.0 , 2553570.30000 , 2750000.00000 , 87704.94424 
Thu Jul 17 03:20:09 2014 , -8.13080798852 , -0.0130336201901 , 612.96470 , 623.83343 , -0.04732059 , 72.29832 , 73.18161 , 0.0 , 2556219.80000 , 2607599.70000 , 87645.03111 
Thu Jul 17 06:23:42 2014 , -8.13125710276 , -0.0130313477465 , 612.69177 , 623.97668 , -0.04731673 , 72.29846 , 72.87695 , 0.0 , 2556219.60000 , 2607599.60000 , 87640.96611 
Thu Jul 17 09:27:17 2014 , -6.94155963898 , -0.0111247116482 , 612.80204 , 623.97659 , -0.04241724 , 72.29826 , 73.36464 , 0.0 , 2439000.00000 , 2488023.90000 , 76322.47665 
Thu Jul 17 12:30:51 2014 , -6.9938238216 , -0.0111189569679 , 618.77502 , 628.99999 , -0.04240734 , 73.02501 , 73.77226 , 0.0 , 2438999.60000 , 2439000.00000 , 76312.3537 
Thu Jul 17 15:34:27 2014 , -6.01041981194 , -0.00958767855914 , 618.76501 , 626.89000 , -0.04156959 , 71.15543 , 72.59667 , 0.0 , 2325000.00000 , 2367268.10000 , 74357.9441 
Thu Jul 17 18:38:00 2014 , -6.20722810763 , -0.00992791165957 , 618.77504 , 625.22999 , -0.04156959 , 71.15525 , 72.59668 , 0.0 , 2350000.00000 , 2367268.10000 , 74357.9441 
Thu Jul 17 21:41:34 2014 , -5.98808042502 , -0.00958767855914 , 618.75500 , 624.55999 , -0.04156959 , 70.59056 , 71.99999 , 0.0 , 2325000.00000 , 2367268.10000 , 74357.9441 
Fri Jul 18 14:54:54 2014 , -6.4940750644 , -0.0103244438277 , 618.68818 , 628.99999 , -0.04198575 , 70.03031 , 70.95421 , 0.0 , 2380000.00000 , 2482229.40000 , 75353.90869 
Fri Jul 18 17:58:28 2014 , -6.97865786384 , -0.0110948457469 , 618.90603 , 628.99999 , -0.04280781 , 70.08600 , 70.95421 , 0.0 , 2438998.20000 , 2488022.00000 , 77347.86273 
Fri Jul 18 21:02:03 2014 , -7.07345810945 , -0.0112455615611 , 618.70827 , 628.99999 , -0.04259259 , 70.03025 , 70.95421 , 0.0 , 2451164.50000 , 2500432.90000 , 76836.72329 
Sat Jul 19 00:05:36 2014 , -7.07345810945 , -0.0112455615611 , 618.69820 , 628.99999 , -0.04259259 , 70.25638 , 71.10332 , 0.0 , 2451164.50000 , 2500432.90000 , 76836.72329 
Sat Jul 19 03:09:12 2014 , -7.10135496508 , -0.0112899126836 , 619.14080 , 628.99999 , -0.04238489 , 70.03022 , 71.65500 , 0.0 , 2454725.60000 , 2504065.60000 , 76329.63685 
Sat Jul 19 06:19:09 2014 , -7.2940031904 , -0.0115961896762 , 619.00001 , 628.99999 , -0.04258456 , 70.03022 , 71.65499 , 0.0 , 2479272.80000 , 2529106.20000 , 76828.62366 
Sat Jul 19 09:22:43 2014 , -7.48450152354 , -0.0118990485271 , 628.99999 , 629.00000 , -0.04277825 , 71.28446 , 72.55970 , 0.0 , 2504065.30000 , 2554397.00000 , 77323.5369 
Sat Jul 19 12:26:17 2014 , -7.67582572434 , -0.0122032205474 , 628.99999 , 629.00000 , -0.04297399 , 70.06500 , 72.01593 , 0.0 , 2529105.90000 , 2579940.90000 , 77822.53457 
Sat Jul 19 13:05:36 2014 , -7.67582572434 , -0.0122032205474 , 625.00000 , 629.00000 , -0.04297399 , 70.27701 , 72.30299 , 0.0 , 2529105.90000 , 2579940.90000 , 77822.53457 
Sat Jul 19 13:20:43 2014 , -7.68802894489 , -0.0122032205474 , 619.00001 , 630.00000 , -0.04297399 , 70.07101 , 72.35979 , 0.0 , 2529105.90000 , 2579940.90000 , 77822.53457 
Sat Jul 19 16:24:16 2014 , -7.88349136842 , -0.0125134783626 , 619.18030 , 630.00000 , -0.04316779 , 70.65501 , 71.90217 , 0.0 , 2554992.20000 , 2605740.30000 , 78321.52713 
Sat Jul 19 19:27:50 2014 , -7.86456357687 , -0.012483434249 , 619.14022 , 630.00000 , -0.04312902 , 70.18700 , 71.75293 , 0.0 , 2554396.00000 , 2605739.40000 , 78280.96166 
Sat Jul 19 22:31:23 2014 , -8.0547274149 , -0.012785302108 , 619.00001 , 629.99899 , -0.04331799 , 69.62803 , 71.74526 , 0.0 , 2579940.00000 , 2631796.70000 , 78772.5028 
Sun Jul 20 01:34:58 2014 , -8.0547274149 , -0.012785302108 , 619.13071 , 629.99899 , -0.04331799 , 71.01355 , 72.57014 , 0.0 , 2579940.00000 , 2631796.70000 , 78772.5028 
Sun Jul 20 04:38:31 2014 , -8.43113513107 , -0.0133846898574 , 619.00001 , 629.90889 , -0.0436942 , 71.72587 , 72.59653 , 0.0 , 2631796.50000 , 2684695.60000 , 79768.46271 
Sun Jul 20 07:42:04 2014 , -8.24269929621 , -0.0130838783329 , 618.68818 , 629.98899 , -0.04350421 , 70.78606 , 72.59653 , 0.0 , 2605739.10000 , 2631485.30000 , 79267.44766 
Sun Jul 20 10:45:38 2014 , -8.24243735696 , -0.0130838783329 , 618.68818 , 629.96897 , -0.04350421 , 70.65644 , 72.95774 , 0.0 , 2605739.10000 , 2631485.30000 , 79267.44766 
Sun Jul 20 13:49:12 2014 , -8.05250774334 , -0.0127819815002 , 618.69818 , 629.98900 , -0.04331232 , 71.74848 , 72.70009 , 0.0 , 2579939.70000 , 2631485.30000 , 78766.43235 
Sun Jul 20 16:52:45 2014 , -7.86151210308 , -0.012479007201 , 618.68818 , 629.97897 , -0.04311851 , 70.51963 , 72.68600 , 0.0 , 2554395.70000 , 2605739.00000 , 78265.4142 
Sun Jul 20 19:56:19 2014 , -7.8617620576 , -0.012479007201 , 618.68818 , 629.99900 , -0.04311851 , 70.51906 , 72.53127 , 0.0 , 2554395.70000 , 2605739.00000 , 78265.4142 
Sun Jul 20 22:59:59 2014 , -7.86151222787 , -0.012479007201 , 618.68819 , 629.97898 , -0.04311851 , 72.04377 , 73.26714 , 0.0 , 2554395.70000 , 2605739.00000 , 78265.4142 
Mon Jul 21 02:03:33 2014 , -7.86138718822 , -0.012479007201 , 618.68819 , 629.96896 , -0.04311851 , 72.63779 , 73.24394 , 0.0 , 2554395.70000 , 2605739.00000 , 78265.4142 
Mon Jul 21 05:07:06 2014 , -7.86176193281 , -0.012479007201 , 618.68819 , 629.99899 , -0.04311851 , 72.23862 , 72.73732 , 0.0 , 2554395.70000 , 2605739.00000 , 78265.4142 
Mon Jul 21 08:10:40 2014 , -7.8617620576 , -0.012479007201 , 618.68819 , 629.99900 , -0.04311851 , 71.66001 , 73.19128 , 0.0 , 2554395.70000 , 2605739.00000 , 78265.4142 
Mon Jul 21 11:14:14 2014 , -8.13723661225 , -0.0129172955069 , 618.68819 , 629.94894 , -0.04331039 , 71.88000 , 72.35364 , 0.0 , 2591523.00000 , 2627991.90000 , 78764.40342 
Mon Jul 21 11:49:47 2014 , -8.18933905657 , -0.0130004176607 , 618.68819 , 629.92892 , -0.04331039 , 71.88000 , 72.35364 , 0.0 , 2598630.00000 , 2631796.30000 , 78764.40342 
Mon Jul 21 15:33:02 2014 , -6.60338016698 , -0.0104889055466 , 618.68819 , 629.55855 , -0.04330656 , 71.66000 , 72.31000 , 0.0 , 2400000.10000 , 2618607.20000 , 78762.37397 
Mon Jul 21 18:36:36 2014 , -8.09234335283 , -0.0128450098378 , 618.68818 , 629.99900 , -0.04322251 , 71.69001 , 72.34188 , 0.0 , 2590000.00000 , 2638411.00000 , 78677.72542 
Mon Jul 21 21:40:11 2014 , -8.09182903863 , -0.0128450098378 , 618.68818 , 629.95896 , -0.04322251 , 71.69000 , 72.32340 , 0.0 , 2590000.00000 , 2638411.00000 , 78677.72542 
Tue Jul 22 00:43:46 2014 , -8.09182891018 , -0.0128450098378 , 618.68818 , 629.95895 , -0.04322251 , 71.69002 , 72.97963 , 0.0 , 2590000.00000 , 2638411.00000 , 78677.72542 
Tue Jul 22 03:47:20 2014 , -8.62831952358 , -0.0136957672322 , 618.68819 , 629.99899 , -0.04395248 , 72.00000 , 72.93986 , 0.0 , 2664795.00000 , 2718357.40000 , 80627.9369 
Tue Jul 22 06:50:53 2014 , -8.73997102853 , -0.0138736534393 , 618.68818 , 629.96896 , -0.04395248 , 72.40000 , 72.47590 , 0.0 , 2680554.60000 , 2718357.40000 , 80627.9369 
Tue Jul 22 09:54:26 2014 , -9.0023008961 , -0.0142905247147 , 618.68818 , 629.94894 , -0.04415145 , 71.69003 , 72.25999 , 0.0 , 2718357.40000 , 2772996.30000 , 81172.66722 
Tue Jul 22 12:58:00 2014 , -9.47826375741 , -0.0151698164031 , 613.42854 , 624.81071 , -0.04468703 , 71.69001 , 72.30300 , 0.0 , 2800726.10000 , 2850000.00000 , 82669.63052 
Tue Jul 22 16:01:34 2014 , -9.29518089223 , -0.0148767950732 , 613.24615 , 624.81071 , -0.04450806 , 71.41836 , 72.38898 , 0.0 , 2772996.10000 , 2820480.90000 , 82167.38208 
Tue Jul 22 19:05:08 2014 , -9.47760547279 , -0.0151687628287 , 615.28412 , 624.81071 , -0.04468481 , 71.39872 , 72.47594 , 0.0 , 2800726.00000 , 2850000.00000 , 82666.36073 
Tue Jul 22 22:08:42 2014 , -9.46500462982 , -0.0151687628287 , 616.01433 , 623.98000 , -0.04468481 , 71.39750 , 72.67099 , 0.0 , 2800726.00000 , 2850000.00000 , 82666.36073 
Wed Jul 23 01:12:19 2014 , -9.46500462982 , -0.0151687628287 , 616.11139 , 623.98000 , -0.04468481 , 71.39679 , 72.43000 , 0.0 , 2800726.00000 , 2850000.00000 , 82666.36073 
Wed Jul 23 04:15:53 2014 , -8.91441755845 , -0.0142863834713 , 616.29939 , 623.98000 , -0.04414252 , 71.40302 , 72.78608 , 0.0 , 2718356.90000 , 2772995.90000 , 81159.63474 
Wed Jul 23 07:19:26 2014 , -8.91310494318 , -0.0142842798538 , 616.01270 , 623.98000 , -0.04413803 , 71.40267 , 72.96079 , 0.0 , 2718356.70000 , 2772995.60000 , 81153.14173 
Wed Jul 23 10:23:00 2014 , -9.21109401879 , -0.0148897098054 , 610.22002 , 618.62146 , -0.04430922 , 71.45924 , 72.96930 , 0.0 , 2775000.00000 , 2800725.00000 , 81639.14079 
Wed Jul 23 16:30:02 2014 , -9.27368707764 , -0.0148670146478 , 612.54005 , 623.77601 , -0.04448774 , 72.69137 , 72.69401 , 0.0 , 2772995.10000 , 2800000.00000 , 82138.12626 
Wed Jul 23 19:33:35 2014 , -9.0930215096 , -0.0145729800946 , 612.52003 , 623.96445 , -0.04430698 , 72.69137 , 72.69401 , 0.0 , 2745539.70000 , 2750000.00000 , 81635.87718 
Thu Jul 24 01:40:38 2014 , -8.9589506503 , -0.0143578472346 , 612.52003 , 623.97590 , -0.04412442 , 72.69137 , 73.22019 , 0.0 , 2725663.10000 , 2771415.20000 , 81133.649 
Thu Jul 24 04:44:14 2014 , -8.79582683125 , -0.0140986499704 , 612.54006 , 623.87724 , -0.04394003 , 72.69137 , 73.22019 , 0.0 , 2702000.00000 , 2745539.60000 , 80631.40884 
Thu Jul 24 07:47:49 2014 , -8.70228670115 , -0.014072660274 , 610.00100 , 618.38249 , -0.04394003 , 72.69137 , 73.64802 , 0.0 , 2699648.80000 , 2745539.60000 , 80631.40884 
Thu Jul 24 10:51:23 2014 , -8.46765323593 , -0.0139804883233 , 599.75145 , 605.67650 , -0.04393773 , 72.54436 , 73.92618 , 0.0 , 2691441.60000 , 2745539.50000 , 80628.16647 
Thu Jul 24 13:54:57 2014 , -8.64642043808 , -0.0142756412674 , 600.10001 , 605.67650 , -0.04411984 , 73.12401 , 74.24169 , 0.0 , 2718356.00000 , 2768903.80000 , 81127.15669 
Thu Jul 24 20:02:07 2014 , -8.64519139172 , -0.0142745557157 , 600.00001 , 605.63646 , -0.04411756 , 75.49245 , 76.77238 , 0.0 , 2718355.90000 , 2772994.70000 , 81123.90677 
Thu Jul 24 23:05:41 2014 , -8.82326938514 , -0.0145685904228 , 600.02009 , 605.63645 , -0.04429787 , 75.87813 , 77.28581 , 0.0 , 2745539.30000 , 2798399.50000 , 81622.90544 
Fri Jul 25 02:09:15 2014 , -8.82263201879 , -0.0145675380318 , 600.28112 , 605.63645 , -0.04429563 , 75.46468 , 75.83966 , 0.0 , 2745539.20000 , 2754692.50000 , 81619.64184 
Fri Jul 25 05:12:52 2014 , -8.62576243052 , -0.0142724510059 , 593.81050 , 604.36448 , -0.04411307 , 75.46468 , 76.66761 , 0.0 , 2718355.60000 , 2754692.40000 , 81117.41375 
Fri Jul 25 08:16:28 2014 , -8.67701194759 , -0.0142724510059 , 596.03459 , 607.95528 , -0.04411307 , 75.49279 , 77.14266 , 0.0 , 2718355.60000 , 2754692.40000 , 81117.41375 
Fri Jul 25 11:20:04 2014 , -8.67701194759 , -0.0142724510059 , 596.10457 , 607.95528 , -0.04411307 , 75.49237 , 77.10927 , 0.0 , 2718355.60000 , 2772994.50000 , 81117.41375 
Fri Jul 25 17:27:11 2014 , -8.85575821488 , -0.0145664632025 , 596.08023 , 607.95528 , -0.04429338 , 78.32024 , 79.17086 , 0.0 , 2745539.10000 , 2781638.40000 , 81616.41239 
Fri Jul 25 20:30:45 2014 , -9.06050484604 , -0.014903242301 , 596.14637 , 607.95528 , -0.04429338 , 78.69450 , 79.39970 , 0.0 , 2777000.00000 , 2799999.00000 , 81616.41239 
Fri Jul 25 23:34:41 2014 , -8.85575806921 , -0.0145664632025 , 596.21351 , 607.95527 , -0.04429338 , 78.01000 , 79.16690 , 0.0 , 2745539.10000 , 2799998.90000 , 81616.41239 
Sat Jul 26 02:38:14 2014 , -8.8544784606 , -0.0145643584282 , 596.03459 , 607.95527 , -0.0442889 , 78.01000 , 79.46328 , 0.0 , 2745538.90000 , 2800724.20000 , 81609.88517 
Sat Jul 26 05:41:48 2014 , -8.8544784606 , -0.0145643584282 , 596.03459 , 607.95527 , -0.0442889 , 76.09642 , 78.53569 , 0.0 , 2745538.90000 , 2800724.20000 , 81609.88517 
Sat Jul 26 08:45:21 2014 , -8.56095966705 , -0.0142682663496 , 595.84218 , 599.99999 , -0.0441041 , 76.09645 , 78.26686 , 0.0 , 2718355.20000 , 2772994.10000 , 81104.39355 
Sat Jul 26 11:48:55 2014 , -8.9087721057 , -0.014847953757 , 593.80101 , 599.99999 , -0.04408888 , 76.90001 , 78.29463 , 0.0 , 2772993.60000 , 2850000.00000 , 81084.90133 
Sat Jul 26 14:52:33 2014 , -8.69808163324 , -0.0144968029637 , 593.80203 , 599.99999 , -0.04387491 , 76.90000 , 78.20699 , 0.0 , 2741398.60000 , 2796500.50000 , 80537.1015 
Sat Jul 26 17:56:07 2014 , -9.20502519617 , -0.0153417086603 , 593.80100 , 600.00000 , -0.04439963 , 76.90001 , 78.45872 , 0.0 , 2822786.40000 , 2879524.30000 , 82024.30517 
Sat Jul 26 20:59:40 2014 , -9.20502457853 , -0.0153417076309 , 593.84113 , 600.00000 , -0.04439963 , 76.90002 , 78.28200 , 0.0 , 2822786.30000 , 2879524.30000 , 82024.30517 
Sun Jul 27 00:03:15 2014 , -9.24738316445 , -0.0154123052741 , 593.80101 , 600.00000 , -0.04439963 , 76.90158 , 78.51750 , 0.0 , 2829661.10000 , 2879524.30000 , 82024.30517 
Sun Jul 27 03:06:50 2014 , -9.03195754732 , -0.0150532625789 , 593.83136 , 600.00000 , -0.04422206 , 75.80019 , 76.89446 , 0.0 , 2794837.90000 , 2851014.10000 , 81522.06053 
Sun Jul 27 06:10:25 2014 , -8.92044686856 , -0.0148674114476 , 593.85224 , 600.00000 , -0.04404272 , 75.50062 , 76.93530 , 0.0 , 2777000.00000 , 2822786.20000 , 81019.83185 
Sun Jul 27 09:13:58 2014 , -9.03132408083 , -0.0150522068014 , 593.80115 , 600.00000 , -0.04421984 , 75.31015 , 76.93526 , 0.0 , 2794837.80000 , 2822786.10000 , 81518.8038 
Sun Jul 27 12:43:38 2014 , -8.42340427555 , -0.0140390071259 , 593.80101 , 600.00000 , -0.04367191 , 75.99964 , 76.91797 , 0.0 , 2700000.00000 , 2749758.40000 , 80008.83776 
Sun Jul 27 15:47:42 2014 , -8.42340493406 , -0.0140390082234 , 593.80101 , 600.00000 , -0.04367191 , 76.31056 , 76.80939 , 0.0 , 2700000.10000 , 2749758.40000 , 80008.83776 
Sun Jul 27 18:51:17 2014 , -8.56968871729 , -0.0142828145288 , 593.80101 , 600.00000 , -0.04385374 , 76.28928 , 76.75000 , 0.0 , 2722533.20000 , 2749758.40000 , 80507.82635 
Sun Jul 27 21:54:51 2014 , -8.56968741391 , -0.0142828123565 , 593.80101 , 600.00000 , -0.04385374 , 75.03647 , 76.74994 , 0.0 , 2722533.00000 , 2777255.90000 , 80507.82635 
Mon Jul 28 00:58:24 2014 , -8.42275999284 , -0.0140379354271 , 593.80050 , 599.99991 , -0.04366963 , 75.58185 , 76.70399 , 0.0 , 2700000.10000 , 2722533.00000 , 80005.57831 
Mon Jul 28 04:01:59 2014 , -8.38784558789 , -0.0140379343296 , 585.79688 , 597.51281 , -0.04366963 , 75.69431 , 76.70399 , 0.0 , 2700000.00000 , 2722533.00000 , 80005.57831 
Mon Jul 28 07:05:32 2014 , -8.30475631801 , -0.0140379343296 , 580.00001 , 591.59390 , -0.04366963 , 76.15005 , 76.70400 , 0.0 , 2700000.00000 , 2722533.00000 , 80005.57831 
Mon Jul 28 10:09:05 2014 , -8.22071555694 , -0.0140379343296 , 574.12474 , 585.60721 , -0.04366963 , 75.85500 , 77.03747 , 0.0 , 2700000.00000 , 2720292.00000 , 80005.57831 
Mon Jul 28 13:12:39 2014 , -8.24046331422 , -0.0140597964915 , 586.09432 , 586.10118 , -0.04348368 , 75.85525 , 77.48010 , 0.0 , 2702000.00000 , 2755349.50000 , 79503.33324 
Mon Jul 28 16:16:14 2014 , -8.83722779059 , -0.0147839381388 , 586.27009 , 597.75871 , -0.04348368 , 76.00204 , 77.49975 , 0.0 , 2770175.90000 , 2830356.00000 , 79503.33324 
Mon Jul 28 22:23:20 2014 , -8.39957088393 , -0.0140517749778 , 586.50000 , 597.75871 , -0.04366033 , 76.00005 , 77.49512 , 0.0 , 2702000.00000 , 2841909.20000 , 80002.31567 
Tue Jul 29 01:26:53 2014 , -8.9732795092 , -0.0150115412107 , 586.50001 , 597.75871 , -0.04366033 , 76.00035 , 77.48494 , 0.0 , 2792520.00000 , 2971873.80000 , 80002.31567 
Tue Jul 29 04:30:27 2014 , -9.44336982958 , -0.0157979627425 , 586.50001 , 597.75871 , -0.04366033 , 76.00000 , 77.42761 , 0.0 , 2871339.50000 , 2968512.00000 , 80002.31567 
Tue Jul 29 07:34:11 2014 , -8.87757155881 , -0.0148514298668 , 586.50000 , 597.75871 , -0.04366033 , 73.54721 , 76.95550 , 0.0 , 2777000.00000 , 2876715.10000 , 80002.31567 
Tue Jul 29 10:37:44 2014 , -8.39957088393 , -0.0140517749778 , 586.50000 , 597.75871 , -0.04366033 , 76.09445 , 76.99603 , 0.0 , 2702000.00000 , 2805702.80000 , 80002.31567 
Tue Jul 29 13:41:18 2014 , -8.71065727028 , -0.0148643753188 , 575.01005 , 586.00897 , -0.04364794 , 75.64213 , 76.98644 , 0.0 , 2778982.90000 , 2891512.70000 , 79989.03405 
Tue Jul 29 16:44:52 2014 , -8.39378233739 , -0.0140443004552 , 585.94576 , 597.66468 , -0.04364794 , 75.76350 , 76.77996 , 0.0 , 2702000.00000 , 2848747.70000 , 79989.03405 
Tue Jul 29 19:48:27 2014 , -8.27181840205 , -0.0140443004552 , 577.47356 , 588.98045 , -0.04364794 , 75.55001 , 75.76350 , 0.0 , 2702000.00000 , 2833649.20000 , 79989.03405 
Tue Jul 29 22:52:04 2014 , -8.62970526627 , -0.0146519383899 , 577.44255 , 588.98045 , -0.04364794 , 75.55001 , 75.76350 , 0.0 , 2758622.90000 , 2838358.80000 , 79989.03405 
Wed Jul 30 01:55:39 2014 , -8.32326699193 , -0.0141316912731 , 578.17918 , 588.97883 , -0.04364794 , 75.55001 , 75.87247 , 0.0 , 2710000.00000 , 2862899.30000 , 79989.03405 
Wed Jul 30 04:59:12 2014 , -8.72096862418 , -0.0148071115483 , 578.33313 , 588.97163 , -0.04364794 , 75.55001 , 75.87246 , 0.0 , 2773465.20000 , 2950000.00000 , 79989.03405 
Wed Jul 30 08:02:47 2014 , -9.05450691188 , -0.0154947225436 , 575.34321 , 584.36070 , -0.04364794 , 76.33997 , 77.49998 , 0.0 , 2841204.00000 , 2936469.60000 , 79989.03405 
Wed Jul 30 11:06:24 2014 , -8.50455002995 , -0.0145309941915 , 575.04026 , 585.26966 , -0.04364794 , 76.72339 , 77.40000 , 0.0 , 2747164.30000 , 2892700.70000 , 79989.03405 
Wed Jul 30 14:09:59 2014 , -8.82671530895 , -0.0150906268797 , 575.07054 , 584.91376 , -0.04364794 , 76.69262 , 77.47299 , 0.0 , 2801000.00000 , 2846467.50000 , 79989.03405 
Wed Jul 30 17:13:33 2014 , -8.44787163998 , -0.0147219532509 , 562.67655 , 573.82818 , -0.04364794 , 75.55001 , 77.56386 , 0.0 , 2765300.10000 , 2876393.40000 , 79989.03405 
Wed Jul 30 20:17:06 2014 , -8.43344166482 , -0.0147087242843 , 562.63647 , 573.36323 , -0.04364794 , 75.55001 , 77.43404 , 0.0 , 2764036.00000 , 2879806.60000 , 79989.03405 
Wed Jul 30 23:20:40 2014 , -8.3983269721 , -0.0146619446011 , 562.63647 , 572.79762 , -0.04364794 , 77.38888 , 77.50000 , 0.0 , 2759575.20000 , 2871340.10000 , 79989.03405 
Thu Jul 31 02:24:15 2014 , -8.11002548308 , -0.0141316923622 , 562.83874 , 573.88919 , -0.04364794 , 76.96353 , 77.57000 , 0.0 , 2710000.10000 , 2847718.10000 , 79989.03405 
Thu Jul 31 05:27:49 2014 , -8.54342323097 , -0.0148868864928 , 564.08023 , 573.88919 , -0.04364794 , 77.30661 , 78.40000 , 0.0 , 2781158.00000 , 2821158.00000 , 79989.03405 
Thu Jul 31 08:31:23 2014 , -8.9285175502 , -0.01555791206 , 564.58342 , 573.88919 , -0.04380379 , 78.05001 , 78.55000 , 0.0 , 2849079.10000 , 2967068.70000 , 80474.7405 
Thu Jul 31 11:34:57 2014 , -9.08562699808 , -0.0153710626328 , 585.00000 , 591.08646 , -0.04380379 , 76.52000 , 77.99971 , 0.0 , 2830356.00000 , 2967068.70000 , 80474.7405 
Thu Jul 31 14:38:31 2014 , -9.17523183915 , -0.0153710626328 , 585.25109 , 596.91591 , -0.04380379 , 76.70080 , 78.48195 , 0.0 , 2830356.00000 , 2953193.10000 , 80474.7405 
Thu Jul 31 17:42:05 2014 , -8.97119369315 , -0.0152000672529 , 579.11968 , 590.20750 , -0.04362316 , 76.70001 , 78.13093 , 0.0 , 2813292.40000 , 2875368.90000 , 79962.47081 
Thu Jul 31 23:49:14 2014 , -8.73710899883 , -0.0148023600377 , 579.27026 , 590.25108 , -0.04362316 , 77.30000 , 77.87993 , 0.0 , 2774470.90000 , 2777784.70000 , 79962.47081 
Fri Aug 01 02:52:48 2014 , -8.71247858318 , -0.0147641954902 , 579.13890 , 590.10859 , -0.04362316 , 76.64001 , 77.76952 , 0.0 , 2770801.80000 , 2872996.50000 , 79962.47081 
Fri Aug 01 05:56:22 2014 , -9.16660584067 , -0.0153683782644 , 584.82405 , 596.45889 , -0.0437914 , 76.64000 , 77.71751 , 0.0 , 2830855.20000 , 3500000.00000 , 80461.45888 
Fri Aug 01 18:05:29 2014 , -9.50487110099 , -0.0156298898144 , 596.40001 , 608.12144 , -0.0437914 , 76.29901 , 76.99900 , 0.0 , 2857142.90000 , 2930515.70000 , 80461.45888 
Fri Aug 01 18:08:26 2014 , -9.50487078839 , -0.0156298898144 , 596.40001 , 608.12142 , -0.0437914 , 76.35601 , 76.99900 , 0.0 , 2857142.90000 , 2930515.70000 , 80461.45888 
Fri Aug 01 21:12:01 2014 , -9.68523407215 , -0.0159339343752 , 596.40000 , 607.83695 , -0.0587914 , 75.55021 , 76.86043 , 0.0 , 2875412.40000 , 2939644.60000 , 123232.88809 
Sat Aug 02 00:15:35 2014 , -9.51241120706 , -0.0158374160512 , 590.55686 , 600.62899 , -0.0587914 , 75.55021 , 77.41513 , 0.0 , 2868951.30000 , 2899215.90000 , 123232.88809 
Sat Aug 02 03:19:09 2014 , -9.40433216461 , -0.0156598883059 , 590.49670 , 600.53635 , -0.0587914 , 75.55021 , 77.40134 , 0.0 , 2857142.80000 , 2893848.70000 , 123232.88809 
Sat Aug 02 06:22:42 2014 , -9.41219261328 , -0.0156598898155 , 590.48671 , 601.03824 , -0.0587914 , 75.55363 , 77.20000 , 0.0 , 2857142.90000 , 2893848.70000 , 123232.88809 
Sat Aug 02 09:26:16 2014 , -9.42981503106 , -0.0156598883059 , 590.48671 , 602.16362 , -0.0587914 , 75.55365 , 77.18825 , 0.0 , 2857142.80000 , 2893848.70000 , 123232.88809 
Sat Aug 02 12:29:50 2014 , -9.42181423752 , -0.0156598883059 , 590.48671 , 601.65271 , -0.0587914 , 75.55015 , 76.95996 , 0.0 , 2857142.80000 , 2920720.30000 , 123232.88809 
Sat Aug 02 15:33:33 2014 , -9.31747752811 , -0.0156598898155 , 584.63740 , 594.98998 , -0.0587914 , 75.59018 , 77.19000 , 0.0 , 2857142.90000 , 2920915.80000 , 123232.88809 
Sat Aug 02 18:37:07 2014 , -9.31747690171 , -0.0156598898155 , 584.66746 , 594.98994 , -0.0587914 , 75.72107 , 77.11156 , 0.0 , 2857142.90000 , 2888746.80000 , 123232.88809 
Sat Aug 02 21:40:41 2014 , -9.31469746953 , -0.0156598883059 , 584.64741 , 594.81251 , -0.0587914 , 75.72107 , 77.08973 , 0.0 , 2857142.80000 , 2888746.80000 , 123232.88809 
