time,USD bal,BTC bal,BTC bid,BTC ask,BTC diff,LTC bid,LTC ask,LTC diff,DOGE bid,DOGE ask,DOGE diff
Mon Oct 06 01:18:31 2014 , 14.8202021276 , 0.0502379716108 , 295.00001 , 304.89695 , -0.05962584 , 84.97012 , 86.27413 , 0.0 , 1123011.30000 , 1209813.00000 , 123378.3019 
Mon Oct 06 04:22:09 2014 , 13.7286711661 , 0.0465330147296 , 295.03077 , 329.31386 , -0.06214895 , 86.10990 , 87.00000 , 0.0 , 1163281.70000 , 1209813.00000 , 126427.74069 
Mon Oct 06 07:25:43 2014 , 14.8512961073 , 0.0503362305966 , 295.04188 , 329.89956 , -0.05957004 , 85.56062 , 86.92000 , 0.0 , 1123000.00000 , 1209812.90000 , 123424.74188 
Mon Oct 06 10:29:18 2014 , 14.8505868699 , 0.0503362305966 , 295.02779 , 339.42142 , -0.05957004 , 85.76576 , 87.00000 , 0.0 , 1123000.00000 , 1165000.00000 , 123424.74188 
Mon Oct 06 13:00:36 2014 , 14.8985339923 , 0.050439783369 , 295.37268 , 349.83500 , -0.05688798 , 87.52400 , 88.50000 , 0.0 , 1122000.00000 , 1163281.60000 , 120421.7505 
Mon Oct 06 16:04:15 2014 , 16.0371123699 , 0.0508740148758 , 315.23190 , 348.96847 , -0.05951202 , 87.73258 , 88.50000 , 0.0 , 1118540.00000 , 1163188.00000 , 123471.19545 
Mon Oct 06 19:07:49 2014 , 16.0632495638 , 0.0508713328192 , 315.76231 , 348.94841 , -0.05682996 , 87.00264 , 88.15300 , 0.0 , 1118540.00000 , 1163234.80000 , 120468.20407 
Mon Oct 06 22:11:26 2014 , 16.0838056519 , 0.0508713328192 , 316.16639 , 348.98999 , -0.05682996 , 85.92586 , 87.44933 , 0.0 , 1118540.00000 , 1163281.60000 , 120468.20407 
Tue Oct 07 01:14:59 2014 , 16.1270120386 , 0.0509735654156 , 316.37991 , 348.97998 , -0.059454 , 86.30501 , 88.04370 , 0.0 , 1118540.00000 , 1203975.60000 , 123517.64902 
Tue Oct 07 04:18:34 2014 , 16.0897834951 , 0.0509735654156 , 315.64956 , 348.92993 , -0.059454 , 86.70870 , 88.23000 , 0.0 , 1118540.00000 , 1203975.60000 , 123517.64902 
Tue Oct 07 07:22:09 2014 , 16.7508145961 , 0.0531766574273 , 315.00315 , 334.91992 , -0.05677194 , 87.11201 , 88.85000 , 0.0 , 1096100.00000 , 1163281.60000 , 120514.65764 
Tue Oct 07 10:25:43 2014 , 16.1430378586 , 0.0511726664953 , 315.46212 , 334.96996 , -0.05933796 , 87.21496 , 87.94696 , 0.0 , 1118540.00000 , 1168528.30000 , 123610.55616 
Tue Oct 07 13:29:18 2014 , 16.3969226025 , 0.0519017640684 , 315.92226 , 334.95995 , -0.0566559 , 86.70875 , 87.92011 , 0.0 , 1111000.00000 , 1163281.60000 , 120607.56478 
Tue Oct 07 16:32:53 2014 , 16.0852746426 , 0.050833158602 , 316.43272 , 334.91991 , -0.05927994 , 86.70086 , 87.92400 , 0.0 , 1123000.00000 , 1163281.60000 , 123657.00973 
Tue Oct 07 19:36:27 2014 , 16.1072828586 , 0.050833158602 , 316.86567 , 334.90990 , -0.05927994 , 86.19701 , 87.41083 , 0.0 , 1123000.00000 , 1163281.60000 , 123657.00973 
Tue Oct 07 22:40:03 2014 , 16.4774670973 , 0.0520994338288 , 316.26960 , 348.98999 , -0.05659788 , 86.89196 , 87.49281 , 0.0 , 1110000.00000 , 1163281.60000 , 120654.01835 
Wed Oct 08 01:43:38 2014 , 16.5032948706 , 0.0520994338288 , 316.76534 , 348.98999 , -0.05659788 , 86.60001 , 87.49281 , 0.0 , 1110000.00000 , 1156988.40000 , 120654.01835 
Wed Oct 08 04:47:14 2014 , 16.9306077022 , 0.0508411390116 , 333.01000 , 348.96299 , -0.05659788 , 87.31200 , 87.90000 , 0.0 , 1123000.00000 , 1156988.40000 , 120654.01835 
Wed Oct 08 07:50:53 2014 , 16.9504245614 , 0.0508411390116 , 333.39978 , 349.92992 , -0.05659788 , 87.47339 , 88.58694 , 0.0 , 1123000.00000 , 1135000.00000 , 120654.01835 
Wed Oct 08 10:54:30 2014 , 16.2138397664 , 0.0485952240871 , 333.65089 , 349.89990 , -0.05659788 , 88.01416 , 88.98705 , 0.0 , 1146976.50000 , 1160976.50000 , 120654.01835 
Wed Oct 08 13:58:07 2014 , 16.2281588352 , 0.0485952240871 , 333.94555 , 359.99000 , -0.05659788 , 87.49405 , 88.69400 , 0.0 , 1146976.50000 , 1160976.50000 , 120654.01835 
Wed Oct 08 17:01:44 2014 , 16.604424587 , 0.0496685153697 , 334.30483 , 359.98000 , -0.0590715 , 88.22149 , 89.70100 , 0.0 , 1136000.00000 , 1149628.50000 , 123528.65746 
Wed Oct 08 20:05:20 2014 , 14.6947087638 , 0.0438823879833 , 334.86575 , 369.99000 , -0.06174503 , 89.07913 , 90.01000 , 0.0 , 1200000.00000 , 1222104.90000 , 126752.90158 
Thu Oct 09 23:04:25 2014 , 14.5988671154 , 0.0423094127937 , 345.05010 , 379.11613 , -0.0641711 , 92.21391 , 94.06905 , 0.0 , 1219024.40000 , 1308533.50000 , 129802.34322 
Fri Oct 10 02:08:02 2014 , 14.6005620305 , 0.0423094127937 , 345.09016 , 379.98238 , -0.0641711 , 93.77973 , 95.99998 , 0.0 , 1219024.40000 , 1308533.50000 , 129802.34322 
Fri Oct 10 05:11:41 2014 , 15.017294092 , 0.0423094127937 , 354.93979 , 379.97997 , -0.0641711 , 93.36671 , 95.27052 , 0.0 , 1219024.40000 , 1274520.00000 , 129802.34322 
Fri Oct 10 08:17:22 2014 , 15.0197696158 , 0.0423094127937 , 354.99830 , 379.94994 , -0.0641711 , 93.70931 , 95.28557 , 0.0 , 1219024.40000 , 1274520.00000 , 129802.34322 
Fri Oct 10 11:21:04 2014 , 12.2538246463 , 0.0351107695482 , 349.00473 , 379.87987 , -0.0687469 , 93.08114 , 94.94753 , 0.0 , 1308533.40000 , 1360533.40000 , 135901.22945 
Fri Oct 10 14:24:40 2014 , 12.5166538391 , 0.0358624633462 , 349.01824 , 378.98999 , -0.06640268 , 93.22100 , 94.97112 , 0.0 , 1300000.00000 , 1360533.30000 , 132944.68635 
Fri Oct 10 17:28:17 2014 , 13.7040122444 , 0.039259502514 , 349.06230 , 378.97997 , -0.06640268 , 93.44763 , 94.89404 , 0.0 , 1258205.00000 , 1360500.00000 , 132944.68635 
Fri Oct 10 20:32:03 2014 , 11.1361471775 , 0.0313148402867 , 355.61884 , 378.94993 , -0.06640268 , 94.98806 , 95.56200 , 0.0 , 1360500.00000 , 1360533.40000 , 132944.68635 
Fri Oct 10 23:35:41 2014 , 12.7326557389 , 0.0358608900605 , 355.05688 , 378.88986 , -0.06640268 , 95.26090 , 96.19288 , 0.0 , 1300020.00000 , 1360500.00000 , 132944.68635 
Sat Oct 11 02:39:17 2014 , 12.7331427298 , 0.0358608900605 , 355.07046 , 378.87537 , -0.06640268 , 96.41513 , 96.71269 , 0.0 , 1300020.00000 , 1360500.00000 , 132944.68635 
Sat Oct 11 05:42:53 2014 , 12.528416115 , 0.0352829613739 , 355.08403 , 378.82901 , -0.06864572 , 95.50385 , 96.07000 , 0.0 , 1308533.20000 , 1380000.00000 , 135994.13001 
Sat Oct 11 08:46:31 2014 , 12.3643372102 , 0.0352806687272 , 350.45643 , 378.72268 , -0.06635308 , 95.97097 , 96.79999 , 0.0 , 1308533.20000 , 1360874.50000 , 132991.13445 
Sat Oct 11 11:50:08 2014 , 12.3863329431 , 0.0352806687272 , 351.07988 , 361.34929 , -0.06635308 , 95.07001 , 96.00993 , 0.0 , 1308533.20000 , 1360874.50000 , 132991.13445 
Sat Oct 11 14:53:45 2014 , 12.6723302403 , 0.0353159098605 , 358.82780 , 366.85345 , -0.06729144 , 95.18834 , 96.26903 , 0.0 , 1308550.00000 , 1360874.50000 , 134266.84766 
Sat Oct 11 17:57:23 2014 , 10.7359604154 , 0.0300567629082 , 357.18951 , 369.79790 , -0.0694829 , 95.90458 , 96.50000 , 0.0 , 1379980.00000 , 1379986.20000 , 137362.74402 
Sat Oct 11 21:01:01 2014 , 12.7193475914 , 0.0354917040203 , 358.37523 , 369.09920 , -0.0694829 , 95.38877 , 96.38902 , 0.0 , 1308533.10000 , 1379986.20000 , 137362.74402 
Sun Oct 12 00:04:34 2014 , 13.9829206952 , 0.0390145844313 , 358.40240 , 366.99416 , -0.06719026 , 95.67000 , 96.45419 , 0.0 , 1265100.00000 , 1308533.00000 , 134359.74869 
Sun Oct 12 03:08:08 2014 , 14.0293288049 , 0.0391008994024 , 358.79811 , 367.82639 , -0.06714066 , 95.47000 , 96.16707 , 0.0 , 1265100.00000 , 1308532.90000 , 134406.1968 
Sun Oct 12 06:11:42 2014 , 13.6368867519 , 0.0386466020221 , 352.86121 , 363.28507 , -0.06714066 , 95.67000 , 96.16902 , 0.0 , 1270532.90000 , 1308532.90000 , 134406.1968 
Sun Oct 12 09:15:16 2014 , 13.6426099272 , 0.0386466020221 , 353.00930 , 362.91386 , -0.06714066 , 95.27000 , 95.67000 , 0.0 , 1270532.90000 , 1308532.90000 , 134406.1968 
Sun Oct 12 12:18:51 2014 , 13.7216971065 , 0.0386466020221 , 355.05572 , 366.17059 , -0.06714066 , 94.88259 , 95.65000 , 0.0 , 1270532.90000 , 1308532.90000 , 134406.1968 
Sun Oct 12 15:22:25 2014 , 13.8365347115 , 0.0386466020221 , 358.02720 , 375.78313 , -0.06714066 , 95.50466 , 96.15385 , 0.0 , 1270532.90000 , 1359459.20000 , 134406.1968 
Sun Oct 12 18:25:59 2014 , 15.2112077717 , 0.040349026572 , 376.99070 , 379.00000 , -0.06475632 , 97.25203 , 98.10100 , 0.0 , 1250204.80000 , 1307655.20000 , 131403.20879 
Sun Oct 12 21:29:34 2014 , 14.9737840121 , 0.040349026572 , 371.10645 , 379.86995 , -0.06475632 , 96.79764 , 97.89199 , 0.0 , 1250204.80000 , 1308532.90000 , 131403.20879 
Mon Oct 13 00:33:09 2014 , 14.8551825702 , 0.040366247032 , 368.01000 , 379.73034 , -0.06475632 , 96.32237 , 97.00000 , 0.0 , 1250000.00000 , 1308532.90000 , 131403.20879 
Mon Oct 13 03:36:42 2014 , 15.8385674596 , 0.0430395854881 , 368.00000 , 378.79968 , -0.06475632 , 96.15114 , 97.56544 , 0.0 , 1219000.00000 , 1308532.90000 , 131403.20879 
Mon Oct 13 06:40:16 2014 , 14.8907402639 , 0.039771631544 , 374.40607 , 386.22105 , -0.06708908 , 97.48732 , 98.46030 , 0.0 , 1258204.70000 , 1300000.00000 , 134452.64951 
Mon Oct 13 09:43:50 2014 , 13.1788486717 , 0.0351562808441 , 374.86470 , 389.98998 , -0.06708908 , 97.28446 , 98.17000 , 0.0 , 1315000.00000 , 1339900.00000 , 134452.64951 
Mon Oct 13 12:47:25 2014 , 13.1581275598 , 0.0351562808441 , 374.27530 , 379.99394 , -0.06708908 , 98.00000 , 98.76232 , 0.0 , 1315000.00000 , 1340000.00000 , 134452.64951 
Mon Oct 13 15:50:59 2014 , 13.4531088601 , 0.03523220873 , 381.84120 , 386.99344 , -0.06933212 , 98.47567 , 99.92514 , 0.0 , 1315000.00000 , 1379949.00000 , 137502.09228 
Mon Oct 13 18:54:32 2014 , 13.3766753612 , 0.0348361317273 , 383.98854 , 399.98998 , -0.06933212 , 99.01200 , 100.89783 , 0.0 , 1320000.00000 , 1379940.00000 , 137502.09228 
Mon Oct 13 21:58:07 2014 , 13.58644078 , 0.0348361317273 , 390.01003 , 399.96999 , -0.06933212 , 99.21100 , 100.99199 , 0.0 , 1320000.00000 , 1379940.00000 , 137502.09228 
Tue Oct 14 01:01:41 2014 , 13.6171547523 , 0.0348361317273 , 390.89170 , 400.00000 , -0.06933212 , 99.62096 , 100.87000 , 0.0 , 1320000.00000 , 1379940.00000 , 137502.09228 
Wed Oct 15 17:53:36 2014 , 10.5200744017 , 0.0267988974056 , 392.55624 , 403.16627 , -0.07148889 , 96.85112 , 97.99301 , 0.0 , 1430000.00000 , 1524885.70000 , 140551.53599 
Wed Oct 15 20:57:14 2014 , 10.5713462351 , 0.0268565537236 , 393.62259 , 402.95425 , -0.0735627 , 97.21640 , 98.25774 , 0.0 , 1430014.30000 , 1524938.80000 , 143600.96882 
Thu Oct 16 00:00:50 2014 , 10.5586495308 , 0.0268565537236 , 393.14983 , 400.32457 , -0.0735627 , 97.07414 , 98.24109 , 0.0 , 1430014.30000 , 1524892.90000 , 143600.96882 
Thu Oct 16 03:04:24 2014 , 10.5427077491 , 0.0268565537236 , 392.55624 , 398.90276 , -0.0735627 , 96.80000 , 97.66467 , 0.0 , 1430014.30000 , 1524984.70000 , 143600.96882 
Thu Oct 16 12:25:25 2014 , 9.31204713984 , 0.0255117575672 , 365.01002 , 388.61834 , -0.07555675 , 95.29064 , 96.33958 , 0.0 , 1451000.00000 , 1525000.00000 , 146650.40448 
Thu Oct 16 17:09:25 2014 , 8.9335909647 , 0.0235303702639 , 379.66215 , 387.03843 , -0.07555675 , 95.13054 , 96.26806 , 0.0 , 1480014.80000 , 1531975.70000 , 146650.40448 
Thu Oct 16 20:13:18 2014 , 9.11034389385 , 0.0240752102685 , 378.41181 , 386.25487 , -0.07555675 , 94.95745 , 96.21769 , 0.0 , 1471921.30000 , 1592014.10000 , 146650.40448 
Fri Oct 17 11:18:33 2014 , 9.47608312508 , 0.0255417462382 , 371.00373 , 411.91305 , -0.0735186 , 95.07099 , 96.27000 , 0.0 , 1450100.00000 , 1520000.00000 , 143647.40808 
Fri Oct 17 18:41:34 2014 , 9.00486183982 , 0.0241508670008 , 372.85874 , 409.63922 , -0.07551265 , 95.11000 , 96.65603 , 0.0 , 1471921.20000 , 1565968.60000 , 146696.84354 
Fri Oct 17 21:45:11 2014 , 9.00486183982 , 0.0241508670008 , 372.85874 , 409.11556 , -0.07551265 , 94.64855 , 95.89199 , 0.0 , 1471921.20000 , 1550400.00000 , 146696.84354 
Sat Oct 18 00:48:45 2014 , 8.96006174002 , 0.0241508670008 , 371.00373 , 410.69572 , -0.07551265 , 94.86134 , 96.01800 , 0.0 , 1471921.20000 , 1550400.00000 , 146696.84354 
Sat Oct 18 03:52:19 2014 , 8.30916550584 , 0.0222852456933 , 372.85501 , 391.38045 , -0.07551265 , 94.82700 , 95.98531 , 0.0 , 1500000.00000 , 1550400.00000 , 146696.84354 
Sat Oct 18 06:55:54 2014 , 8.30916550584 , 0.0222852456933 , 372.85501 , 391.83701 , -0.07551265 , 94.77568 , 96.04843 , 0.0 , 1500000.00000 , 1550400.00000 , 146696.84354 
Sat Oct 18 09:59:30 2014 , 9.03298075287 , 0.0242265237441 , 372.85501 , 393.07146 , -0.07546855 , 94.92270 , 96.02212 , 0.0 , 1471921.10000 , 1550400.00000 , 146743.28261 
Sat Oct 18 13:03:06 2014 , 9.03098832378 , 0.024221180034 , 372.85501 , 393.80606 , -0.07546855 , 95.78461 , 96.46765 , 0.0 , 1472000.00000 , 1573862.40000 , 146743.28261 
Sat Oct 18 16:06:40 2014 , 8.53273342715 , 0.0228848565751 , 372.85501 , 393.80606 , -0.07546855 , 95.42079 , 96.48000 , 0.0 , 1492000.00000 , 1570497.00000 , 146743.28261 
Sat Oct 18 19:10:16 2014 , 8.4902820182 , 0.0228848565751 , 371.00001 , 393.80606 , -0.07546855 , 95.80735 , 97.00000 , 0.0 , 1492000.00000 , 1567793.40000 , 146743.28261 
Sat Oct 18 22:13:49 2014 , 8.4902820182 , 0.0228848565751 , 371.00001 , 393.80606 , -0.07546855 , 95.53498 , 96.98041 , 0.0 , 1492000.00000 , 1574984.20000 , 146743.28261 
Sun Oct 19 01:17:22 2014 , 8.4902820182 , 0.0228848565751 , 371.00001 , 393.80606 , -0.07546855 , 96.00970 , 96.99999 , 0.0 , 1492000.00000 , 1574984.20000 , 146743.28261 
Sun Oct 19 04:20:55 2014 , 8.4902820182 , 0.0228848565751 , 371.00001 , 393.80606 , -0.07546855 , 96.20663 , 96.99999 , 0.0 , 1492000.00000 , 1574984.20000 , 146743.28261 
Sun Oct 19 07:24:31 2014 , 8.48783653098 , 0.0228782649655 , 371.00001 , 392.20454 , -0.07546855 , 96.25372 , 97.55157 , 0.0 , 1492100.00000 , 1574984.20000 , 146743.28261 
Sun Oct 19 10:28:05 2014 , 8.28615679446 , 0.0222235361527 , 372.85501 , 393.06737 , -0.07546855 , 96.65180 , 98.02655 , 0.0 , 1502100.00000 , 1552100.00000 , 146743.28261 
Sun Oct 19 13:31:40 2014 , 7.59245631945 , 0.0204648412798 , 371.00001 , 393.63714 , -0.07542615 , 96.06476 , 97.97904 , 0.0 , 1530797.90000 , 1600000.00000 , 146789.72808 
Sun Oct 19 16:26:19 2014 , 6.47155357612 , 0.0174435401663 , 371.00001 , 393.61834 , -0.07734351 , 96.57189 , 98.42796 , 0.0 , 1580797.90000 , 1650000.00000 , 149839.16985 
Sun Oct 19 19:29:52 2014 , 6.47155357612 , 0.0174435401663 , 371.00001 , 393.02603 , -0.07734351 , 96.52230 , 97.40000 , 0.0 , 1580797.90000 , 1655710.90000 , 149839.16985 
Sun Oct 19 22:33:32 2014 , 6.53501030983 , 0.0175269478338 , 372.85501 , 390.24905 , -0.07914334 , 96.51258 , 97.43497 , 0.0 , 1580797.90000 , 1655710.90000 , 152816.188 
Mon Oct 20 01:37:06 2014 , 6.5024978216 , 0.0175269478338 , 371.00001 , 388.50624 , -0.07914334 , 96.50004 , 97.66026 , 0.0 , 1580797.90000 , 1655710.90000 , 152816.188 
Mon Oct 20 04:40:40 2014 , 4.34153555578 , 0.0117022518565 , 371.00001 , 389.83080 , -0.07918712 , 96.66400 , 97.57000 , 0.0 , 1682139.50000 , 1700000.40000 , 152888.60253 
Mon Oct 20 07:44:15 2014 , 4.36324323298 , 0.0117022518565 , 372.85501 , 390.06858 , -0.07918712 , 97.14382 , 98.71203 , 0.0 , 1682139.50000 , 1700000.40000 , 152888.60253 
Mon Oct 20 10:47:55 2014 , 5.04860919385 , 0.0134726391091 , 374.73053 , 392.38674 , -0.07918712 , 96.89867 , 98.53899 , 0.0 , 1650000.00000 , 1700000.00000 , 152888.60253 
Mon Oct 20 13:51:30 2014 , 6.05054095909 , 0.0163085717739 , 371.00373 , 393.80606 , -0.07918712 , 96.54486 , 97.85908 , 0.0 , 1601000.00000 , 1650000.00000 , 152888.60253 
Mon Oct 20 16:55:08 2014 , 5.66288146279 , 0.015187587699 , 372.86247 , 391.83192 , -0.07918712 , 96.81000 , 97.97209 , 0.0 , 1620016.70000 , 1700000.40000 , 152888.60253 
Mon Oct 20 19:58:50 2014 , 4.79130006693 , 0.012914425596 , 371.00373 , 389.01351 , -0.07918712 , 96.62668 , 97.99902 , 0.0 , 1660000.40000 , 1700000.40000 , 152888.60253 
Mon Oct 20 23:02:24 2014 , 5.32691190821 , 0.0140376376402 , 379.47353 , 388.57337 , -0.07918712 , 96.89715 , 97.47000 , 0.0 , 1640000.00000 , 1700000.40000 , 152888.60253 
Tue Oct 21 02:05:59 2014 , 5.48275383075 , 0.0140376376402 , 390.57525 , 393.80606 , -0.07918712 , 96.79600 , 97.47000 , 0.0 , 1640000.00000 , 1700000.40000 , 152888.60253 
Tue Oct 21 05:09:42 2014 , 5.20796370491 , 0.0140376376402 , 371.00001 , 389.65316 , -0.07918712 , 97.09059 , 98.77806 , 0.0 , 1640000.00000 , 1700000.40000 , 152888.60253 
Tue Oct 21 08:13:16 2014 , 6.07262335533 , 0.0163682565813 , 371.00001 , 393.73496 , -0.07918712 , 97.28262 , 98.59818 , 0.0 , 1600000.00000 , 1700000.00000 , 152888.60253 
Tue Oct 21 11:16:52 2014 , 6.07040780345 , 0.0163622847435 , 371.00001 , 393.80605 , -0.07918712 , 97.75201 , 98.97488 , 0.0 , 1600100.00000 , 1700000.00000 , 152888.60253 
Tue Oct 21 14:20:28 2014 , 3.98726772785 , 0.0107473520765 , 371.00001 , 393.09912 , -0.07918712 , 98.00000 , 98.76607 , 0.0 , 1700000.00000 , 1700000.40000 , 152888.60253 
Tue Oct 21 17:24:01 2014 , 6.10403452041 , 0.0164364863063 , 371.37101 , 393.00166 , -0.07914792 , 96.95201 , 98.36923 , 0.0 , 1600000.00000 , 1721939.20000 , 152935.05009 
Tue Oct 21 20:27:42 2014 , 5.23019916022 , 0.0133566176372 , 391.58111 , 393.02275 , -0.08088143 , 96.80000 , 98.26901 , 0.0 , 1655710.70000 , 1721939.20000 , 156030.94382 
Tue Oct 21 23:31:15 2014 , 6.1741644633 , 0.0166417863134 , 371.00371 , 391.99969 , -0.07902875 , 96.83200 , 98.13712 , 0.0 , 1600016.00000 , 1721938.90000 , 153074.38883 
Wed Oct 22 02:34:53 2014 , 6.18739147364 , 0.0166439671888 , 371.74980 , 393.02275 , -0.07905778 , 98.16901 , 98.16999 , 0.0 , 1600016.00000 , 1721938.90000 , 153124.32673 
Wed Oct 22 05:38:32 2014 , 6.20665769786 , 0.0166439671888 , 372.90735 , 391.45218 , -0.07905778 , 96.99380 , 98.98372 , 0.0 , 1600016.00000 , 1700000.00000 , 153124.32673 
Wed Oct 22 08:42:14 2014 , 9.92864940601 , 0.026627382777 , 372.87365 , 388.35943 , -0.07317549 , 97.81973 , 98.83200 , 0.0 , 1444000.00000 , 1530797.30000 , 144115.34829 
Wed Oct 22 11:45:52 2014 , 10.0193665027 , 0.026627382777 , 376.28056 , 390.58930 , -0.07317549 , 98.80000 , 99.09999 , 0.0 , 1444000.00000 , 1530781.90000 , 144115.34829 
Wed Oct 22 14:49:32 2014 , 12.4563745964 , 0.0327185316576 , 380.71313 , 385.99614 , -0.07100813 , 98.43725 , 99.72253 , 0.0 , 1360873.00000 , 1454899.90000 , 141158.81323 
Sat Oct 25 17:50:12 2014 , 10.9387173839 , 0.0309925405296 , 352.94678 , 361.91995 , -0.07087749 , 94.97000 , 95.66878 , 0.0 , 1386131.60000 , 1448998.70000 , 141205.26841 
Sat Oct 25 18:02:50 2014 , 10.931403753 , 0.0309631373913 , 353.04574 , 361.87037 , -0.07087749 , 94.97000 , 95.52547 , 0.0 , 1386531.80000 , 1415307.90000 , 141205.26841 
Sat Oct 25 21:06:26 2014 , 11.0323200233 , 0.0314321275725 , 350.98865 , 363.00000 , -0.07303426 , 95.00617 , 95.77896 , 0.0 , 1380872.00000 , 1415307.90000 , 144254.70954 
Sun Oct 26 00:10:07 2014 , 10.9576847523 , 0.0312209327256 , 350.97237 , 362.99978 , -0.07303426 , 94.92001 , 94.97000 , 0.0 , 1383669.30000 , 1415307.90000 , 144254.70954 
Sun Oct 26 03:13:41 2014 , 11.0970826341 , 0.0307721552645 , 360.62091 , 385.89703 , -0.07303426 , 94.53663 , 95.77700 , 0.0 , 1389651.20000 , 1415307.90000 , 144254.70954 
Sun Oct 26 06:18:52 2014 , 11.0397079207 , 0.030430902563 , 362.77951 , 379.94450 , -0.07303426 , 95.09496 , 95.83012 , 0.0 , 1394234.60000 , 1448998.60000 , 144254.70954 
Sun Oct 26 09:22:29 2014 , 11.3460165524 , 0.0312858845205 , 362.65609 , 379.96162 , -0.07303426 , 95.12192 , 95.84601 , 0.0 , 1382807.80000 , 1448998.60000 , 144254.70954 
Sun Oct 26 12:26:02 2014 , 11.0004686851 , 0.0314266430559 , 350.03639 , 386.85418 , -0.07303426 , 94.57001 , 95.13152 , 0.0 , 1380944.50000 , 1448998.60000 , 144254.70954 
Sun Oct 26 21:00:53 2014 , 10.5543064349 , 0.0300048182429 , 351.75372 , 385.19118 , -0.07303426 , 95.10000 , 95.64851 , 0.0 , 1400000.00000 , 1449050.70000 , 144254.70954 
Mon Oct 27 00:04:30 2014 , 10.5742866433 , 0.0300048182429 , 352.41962 , 382.99740 , -0.07303426 , 95.10000 , 96.14491 , 0.0 , 1400000.00000 , 1449050.70000 , 144254.70954 
Mon Oct 27 03:08:12 2014 , 10.5142106962 , 0.0300048182429 , 350.41741 , 380.61622 , -0.07303426 , 94.30000 , 95.25047 , 0.0 , 1400000.00000 , 1449050.70000 , 144254.70954 
Mon Oct 27 06:11:49 2014 , 10.5343208255 , 0.0300048182429 , 351.08764 , 369.80648 , -0.07303426 , 92.01400 , 93.91976 , 0.0 , 1400000.00000 , 1449050.70000 , 144254.70954 
Mon Oct 27 09:15:30 2014 , 10.4976151662 , 0.0298443863424 , 351.74505 , 366.89672 , -0.07303426 , 92.03175 , 93.44587 , 0.0 , 1402183.20000 , 1449000.00000 , 144254.70954 
Mon Oct 27 12:19:08 2014 , 10.6052337986 , 0.0303006143206 , 350.00062 , 366.94812 , -0.07303426 , 92.42966 , 93.44400 , 0.0 , 1395992.50000 , 1449000.00000 , 144254.70954 
Mon Oct 27 21:20:51 2014 , 10.6657928708 , 0.0304491093056 , 350.28259 , 366.94776 , -0.07303426 , 92.22395 , 93.10409 , 0.0 , 1393989.30000 , 1449050.70000 , 144254.70954 
Tue Oct 28 10:53:06 2014 , 10.8149011338 , 0.0307386408992 , 351.83407 , 365.47610 , -0.07303426 , 91.80993 , 92.80465 , 0.0 , 1390100.00000 , 1423455.60000 , 144254.70954 
Tue Oct 28 13:56:41 2014 , 11.6208300057 , 0.0329673434855 , 352.49519 , 364.12767 , -0.07303426 , 91.73123 , 93.10000 , 0.0 , 1360872.90000 , 1424413.70000 , 144254.70954 
Tue Oct 28 17:00:15 2014 , 11.5691431483 , 0.0330491745531 , 350.05846 , 366.47569 , -0.07298657 , 91.71072 , 92.67964 , 0.0 , 1360872.80000 , 1415307.80000 , 144301.16059 
Tue Oct 28 20:03:52 2014 , 11.5816575488 , 0.0330491745531 , 350.43712 , 364.46685 , -0.07298657 , 91.52409 , 92.54167 , 0.0 , 1360872.80000 , 1449049.90000 , 144301.16059 
Tue Oct 28 23:07:26 2014 , 11.567212085 , 0.0330491745531 , 350.00003 , 364.05628 , -0.07298657 , 91.58663 , 92.49700 , 0.0 , 1360872.80000 , 1449050.90000 , 144301.16059 
Wed Oct 29 02:11:00 2014 , 11.5676017348 , 0.0330491745531 , 350.01182 , 362.50093 , -0.07298657 , 91.60746 , 92.64863 , 0.0 , 1360872.80000 , 1449050.90000 , 144301.16059 
Wed Oct 29 05:14:35 2014 , 11.5685875917 , 0.0330491745531 , 350.04165 , 361.52328 , -0.07298657 , 91.65925 , 92.63553 , 0.0 , 1360872.80000 , 1449050.80000 , 144301.16059 
Wed Oct 29 08:18:10 2014 , 11.1859053334 , 0.0319597286109 , 350.00001 , 359.92231 , -0.07298657 , 91.57078 , 92.68409 , 0.0 , 1375000.00000 , 1449050.60000 , 144301.16059 
Wed Oct 29 11:21:44 2014 , 10.4977107696 , 0.0304281453943 , 345.00002 , 349.92576 , -0.07298657 , 91.00000 , 91.50000 , 0.0 , 1395363.90000 , 1449050.60000 , 144301.16059 
Wed Oct 29 14:25:18 2014 , 10.1558673982 , 0.0303151280143 , 335.00988 , 349.59635 , -0.07298657 , 90.51412 , 91.13026 , 0.0 , 1396890.50000 , 1449050.60000 , 144301.16059 
Wed Oct 29 17:28:52 2014 , 11.0655446725 , 0.0330314746624 , 335.00002 , 349.19360 , -0.07298657 , 90.47321 , 91.48150 , 0.0 , 1361100.00000 , 1449050.40000 , 144301.16059 
Wed Oct 29 20:32:30 2014 , 11.0671480203 , 0.0330314746624 , 335.04856 , 347.11784 , -0.07298657 , 90.07000 , 90.62352 , 0.0 , 1361100.00000 , 1449050.40000 , 144301.16059 
Wed Oct 29 23:36:11 2014 , 11.0813142289 , 0.0330314746624 , 335.47743 , 344.96904 , -0.07298657 , 90.07000 , 90.50988 , 0.0 , 1361100.00000 , 1449050.40000 , 144301.16059 
