Timestamp, net profit USD, net profit BTC, BTC/USD, differential BTC , LTC/BTC, differential LTC,  DOGE/BTC, differential DOGE , TIPS/LTC, differential TIPS , MOON/LTC , differential MOON
Tue Jul 08 02:38:40 2014 , -6.88400223265 , -0.0110839219306 , 621.08 , -0.02284545 , 0.01259333 , 0 , 3.6e-07 , 32670.9113039 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 08 05:42:06 2014 , -6.86094767504 , -0.0110839219306 , 619.0 , -0.02284545 , 0.01223167 , 0 , 3.6e-07 , 32670.9113039 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 08 08:45:31 2014 , -6.83589801148 , -0.0110839219306 , 616.74 , -0.02284545 , 0.01235 , 0 , 3.6e-07 , 32670.9113039 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 08 11:48:56 2014 , -6.44139156384 , -0.0104483237045 , 616.5 , -0.02172327 , 0.01236814 , 0 , 3.8e-07 , 29670.9113039 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 08 14:52:22 2014 , -6.42104089884 , -0.0104153137045 , 616.5 , -0.02093026 , 0.01223977 , 0 , 3.8e-07 , 27670.9113039 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 08 17:55:47 2014 , -5.90198265263 , -0.0095851863654 , 615.74 , -0.02093026 , 0.01232779 , 0 , 4.1e-07 , 27670.9113039 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 08 20:59:14 2014 , -5.70216299504 , -0.00926066683185 , 615.74 , -0.02070814 , 0.01249011 , 0 , 4.2e-07 , 27255.8884956 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 09 00:02:39 2014 , -5.70216299504 , -0.00926066683185 , 615.74 , -0.02070814 , 0.01250099 , 0 , 4.2e-07 , 27255.8884956 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 09 03:06:04 2014 , -5.5222544459 , -0.00898073580404 , 614.9 , -0.02049294 , 0.0127784 , 0 , 4.3e-07 , 26772.5678976 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 09 06:09:30 2014 , -5.35807174497 , -0.00870580012506 , 615.46 , -0.02027275 , 0.01279999 , 0 , 4.4e-07 , 26288.5224431 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 09 09:12:55 2014 , -5.32606458524 , -0.00864915731864 , 615.79 , -0.02026731 , 0.0129 , 0 , 4.4e-07 , 26404.8924576 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 09 12:16:20 2014 , -5.30922029422 , -0.00862180336515 , 615.79 , -0.02026474 , 0.01256323 , 0 , 4.4e-07 , 26461.2196247 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 09 15:19:45 2014 , -5.1466195923 , -0.0083577511689 , 615.79 , -0.0200403 , 0.01265001 , 0 , 4.5e-07 , 25961.2196247 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 09 18:23:10 2014 , -4.98581436113 , -0.00809871897265 , 615.63 , -0.01981088 , 0.01262586 , 0 , 4.6e-07 , 25461.2196247 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 09 21:26:37 2014 , -5.13800062516 , -0.00834619422225 , 615.61 , -0.02003921 , 0.01243062 , 0 , 4.5e-07 , 25984.4795061 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 10 00:30:02 2014 , -5.13563206569 , -0.00834234672225 , 615.61 , -0.02003885 , 0.01248286 , 0 , 4.5e-07 , 25992.2295061 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 10 03:33:27 2014 , -5.13563206569 , -0.00834234672225 , 615.61 , -0.02003885 , 0.01260719 , 0 , 4.5e-07 , 25992.2295061 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 10 06:36:52 2014 , -5.61216102059 , -0.00913898780406 , 614.09 , -0.02069608 , 0.01258714 , 0 , 4.2e-07 , 27516.8861808 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 10 07:38:37 2014 , -5.93850332796 , -0.00968697528377 , 613.04 , -0.02090442 , 0.0126 , 0 , 4e-07 , 28043.6117906 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 10 10:42:03 2014 , -5.58148370681 , -0.00912663304796 , 611.56 , -0.02069495 , 0.01269004 , 0 , 4.2e-07 , 27543.6117906 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 10 13:45:28 2014 , -5.40843493311 , -0.00884381478719 , 611.55 , -0.02047974 , 0.01267575 , 0 , 4.3e-07 , 27060.2911926 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 10 16:48:53 2014 , -5.40428037678 , -0.00883991228719 , 611.35 , -0.02047937 , 0.01267346 , 0 , 4.3e-07 , 27068.5063089 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 10 19:52:18 2014 , -5.23793353715 , -0.00856977722411 , 611.21 , -0.02025992 , 0.01265 , 0 , 4.4e-07 , 26568.5063089 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 10 22:55:43 2014 , -5.39820069612 , -0.00883199014434 , 611.21 , -0.02047862 , 0.01269999 , 0 , 4.3e-07 , 27085.1857108 , 1.2e-07 , 0 , 1.8e-07 , 0 
Fri Jul 11 01:59:08 2014 , -5.07084046205 , -0.00829639643012 , 611.21 , -0.02003473 , 0.0129 , 0 , 4.5e-07 , 26085.1857108 , 1.2e-07 , 0 , 1.8e-07 , 0 
Fri Jul 11 05:02:33 2014 , -5.21227243264 , -0.00855382363607 , 609.35 , -0.02025843 , 0.01284333 , 0 , 4.4e-07 , 26601.3780999 , 1.2e-07 , 0 , 1.8e-07 , 0 
Fri Jul 11 08:05:58 2014 , -5.23117638287 , -0.00855382363607 , 611.56 , -0.02025843 , 0.0127862 , 0 , 4.4e-07 , 26601.3780999 , 1.2e-07 , 0 , 1.8e-07 , 0 
Fri Jul 11 11:09:23 2014 , -5.26063042902 , -0.0085498389849 , 615.29 , -0.02025806 , 0.01275401 , 0 , 4.4e-07 , 26609.5932161 , 1.2e-07 , 0 , 1.8e-07 , 0 
Fri Jul 11 14:12:48 2014 , -5.42769107042 , -0.00881648241706 , 615.63 , -0.02047714 , 0.01249998 , 0 , 4.3e-07 , 27117.8083324 , 1.2e-07 , 0 , 1.8e-07 , 0 
Fri Jul 11 17:16:15 2014 , -5.42769107042 , -0.00881648241706 , 615.63 , -0.02047714 , 0.01242543 , 0 , 4.3e-07 , 27117.8083324 , 1.2e-07 , 0 , 1.8e-07 , 0 
Fri Jul 11 20:19:40 2014 , -5.5949596396 , -0.00908818550039 , 615.63 , -0.02069122 , 0.01252033 , 0 , 4.2e-07 , 27626.2726181 , 1.2e-07 , 0 , 1.8e-07 , 0 
Fri Jul 11 23:23:05 2014 , -5.43993327052 , -0.00881246277421 , 617.3 , -0.02047676 , 0.01244308 , 0 , 4.3e-07 , 27126.2726181 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 12 02:26:30 2014 , -5.60770783389 , -0.00908425050039 , 617.3 , -0.02069084 , 0.01259427 , 0 , 4.2e-07 , 27634.7369038 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 12 05:29:55 2014 , -5.62841992503 , -0.00908425050039 , 619.58 , -0.02069084 , 0.01262049 , 0 , 4.2e-07 , 27634.7369038 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 12 08:33:20 2014 , -5.49030260377 , -0.00880844313135 , 623.3 , -0.02047638 , 0.01261905 , 0 , 4.3e-07 , 27134.7369038 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 12 11:36:45 2014 , -5.49047877264 , -0.00880844313135 , 623.32 , -0.02047638 , 0.01319858 , 0 , 4.3e-07 , 27134.7369038 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 12 14:40:10 2014 , -5.49611617624 , -0.00880844313135 , 623.96 , -0.02047638 , 0.01354864 , 0 , 4.3e-07 , 27134.7369038 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 12 17:43:38 2014 , -5.49484069917 , -0.0088044234885 , 624.1 , -0.020476 , 0.01376922 , 0 , 4.3e-07 , 27143.2011895 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 12 20:47:03 2014 , -5.49484069917 , -0.0088044234885 , 624.1 , -0.020476 , 0.01376145 , 0 , 4.3e-07 , 27143.2011895 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 12 23:50:28 2014 , -5.65413851157 , -0.0090683857443 , 623.5 , -0.02068575 , 0.01434621 , 0 , 4.2e-07 , 27660.391085 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 13 02:53:53 2014 , -5.65232483442 , -0.0090683857443 , 623.3 , -0.02068575 , 0.0143514 , 0 , 4.2e-07 , 27660.391085 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 13 05:57:18 2014 , -5.48025419879 , -0.00879232183345 , 623.3 , -0.02047129 , 0.01460998 , 0 , 4.3e-07 , 27160.391085 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 13 09:00:43 2014 , -5.48025419879 , -0.00879232183345 , 623.3 , -0.02047129 , 0.01430418 , 0 , 4.3e-07 , 27160.391085 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 13 12:04:08 2014 , -5.48025419879 , -0.00879232183345 , 623.3 , -0.02047129 , 0.01439967 , 0 , 4.3e-07 , 27160.391085 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 13 15:07:33 2014 , -5.47896426505 , -0.00878841933345 , 623.43 , -0.02047092 , 0.01444004 , 0 , 4.3e-07 , 27168.6062013 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 13 18:10:58 2014 , -5.4764582991 , -0.00878439969059 , 623.43 , -0.02047054 , 0.01441948 , 0 , 4.3e-07 , 27177.070487 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 13 21:14:24 2014 , -5.4764582991 , -0.00878439969059 , 623.43 , -0.02047054 , 0.01438209 , 0 , 4.3e-07 , 27177.070487 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 14 00:17:55 2014 , -5.45124707199 , -0.00878439969059 , 620.56 , -0.02047054 , 0.01405527 , 0 , 4.3e-07 , 27177.070487 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 14 03:21:20 2014 , -5.44193560832 , -0.00878439969059 , 619.5 , -0.02047054 , 0.01379199 , 0 , 4.3e-07 , 27177.070487 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 14 06:24:45 2014 , -5.43754340848 , -0.00878439969059 , 619.0 , -0.02047054 , 0.01392849 , 0 , 4.3e-07 , 27177.070487 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 14 09:28:10 2014 , -5.43517162056 , -0.00878439969059 , 618.73 , -0.02047054 , 0.01405337 , 0 , 4.3e-07 , 27177.070487 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 14 12:31:35 2014 , -5.42875900878 , -0.00878439969059 , 618.0 , -0.02047054 , 0.01400001 , 0 , 4.3e-07 , 27177.070487 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 14 15:35:03 2014 , -5.75690603373 , -0.00932670074318 , 617.25 , -0.02110208 , 0.01400529 , 0 , 4.1e-07 , 28720.4372118 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 14 18:38:28 2014 , -5.75188161873 , -0.00931856074318 , 617.25 , -0.02110132 , 0.01391076 , 0 , 4.1e-07 , 28738.4372118 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 14 21:41:53 2014 , -5.73426422811 , -0.00929438574318 , 616.96 , -0.02109906 , 0.01397969 , 0 , 4.1e-07 , 28791.8884313 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 15 00:45:19 2014 , -5.73426422811 , -0.00929438574318 , 616.96 , -0.02109906 , 0.01424401 , 0 , 4.1e-07 , 28791.8884313 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 15 03:48:44 2014 , -5.71308410612 , -0.00928624574318 , 615.22 , -0.0210983 , 0.01398999 , 0 , 4.1e-07 , 28809.8884313 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 15 06:52:09 2014 , -5.71986306551 , -0.00928624574318 , 615.95 , -0.0210983 , 0.01394173 , 0 , 4.1e-07 , 28809.8884313 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 15 09:55:33 2014 , -5.71986306551 , -0.00928624574318 , 615.95 , -0.0210983 , 0.01395871 , 0 , 4.1e-07 , 28809.8884313 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 15 12:58:59 2014 , -5.72961362354 , -0.00928624574318 , 617.0 , -0.0210983 , 0.0139998 , 0 , 4.1e-07 , 28809.8884313 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 15 16:02:24 2014 , -5.90981929444 , -0.00957536462749 , 617.19 , -0.02150652 , 0.013889 , 0 , 4e-07 , 29827.8884313 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 15 19:05:50 2014 , -5.7159626052 , -0.00927810574318 , 616.07 , -0.02109754 , 0.01400077 , 0 , 4.1e-07 , 28827.8884313 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 15 22:09:15 2014 , -5.71271526819 , -0.00927810574318 , 615.72 , -0.02109754 , 0.01397894 , 0 , 4.1e-07 , 28827.8884313 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 16 01:12:40 2014 , -5.89084237724 , -0.00956740462749 , 615.72 , -0.02150576 , 0.01396999 , 0 , 4e-07 , 29845.8884313 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 16 02:50:05 2014 , -5.70751790808 , -0.00926996574318 , 615.7 , -0.02109678 , 0.01396469 , 0 , 4.1e-07 , 28845.8884313 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 16 02:51:13 2014 , -5.70751790808 , -0.00926996574318 , 615.7 , -0.02109678 , 0.01396483 , 0 , 4.1e-07 , 28845.8884313 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 16 02:54:05 2014 , -5.70751790808 , -0.00926996574318 , 615.7 , -0.02109678 , 0.01396483 , 0 , 4.1e-07 , 28845.8884313 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 16 05:54:47 2014 , -6.05084968443 , -0.0098352616697 , 615.22 , -0.02208915 , 0.01391892 , 0 , 3.9e-07 , 31420.2264879 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 16 08:58:20 2014 , -6.04376829603 , -0.0098352616697 , 614.5 , -0.02208915 , 0.01369999 , 0 , 3.9e-07 , 31420.2264879 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 16 12:01:53 2014 , -5.85066049832 , -0.00952255940482 , 614.4 , -0.02149065 , 0.01367878 , 0 , 4e-07 , 29920.2264879 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 16 15:05:26 2014 , -6.22929717513 , -0.0101391600884 , 614.38 , -0.02267037 , 0.01358995 , 0 , 3.8e-07 , 32976.8681884 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 16 18:09:00 2014 , -6.41258838435 , -0.0104456562703 , 613.9 , -0.02323548 , 0.01360774 , 0 , 3.7e-07 , 34567.0911613 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 16 21:12:34 2014 , -6.19232037016 , -0.0100893203587 , 613.75 , -0.02266575 , 0.01360402 , 0 , 3.8e-07 , 33095.8674771 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 17 00:16:19 2014 , -6.19232037016 , -0.0100893203587 , 613.75 , -0.02266575 , 0.01370359 , 0 , 3.8e-07 , 33095.8674771 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 17 03:20:01 2014 , -5.97789690641 , -0.00975983168393 , 612.5 , -0.02208222 , 0.0137717 , 0 , 3.9e-07 , 31595.8674771 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 17 06:23:34 2014 , -5.95592057638 , -0.00974782418393 , 611.0 , -0.02208108 , 0.01378523 , 0 , 3.9e-07 , 31623.7328617 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 17 09:27:09 2014 , -5.94714753462 , -0.00974782418393 , 610.1 , -0.02208108 , 0.01364443 , 0 , 3.9e-07 , 31623.7328617 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 17 12:30:42 2014 , -5.60547185175 , -0.0091249745267 , 614.3 , -0.02107286 , 0.01365599 , 0 , 4.1e-07 , 29141.1840812 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 17 15:34:19 2014 , -5.42710871594 , -0.00883462268588 , 614.3 , -0.02065392 , 0.01389824 , 0 , 4.2e-07 , 28141.1840812 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 17 18:37:52 2014 , -5.4197343441 , -0.00882261817369 , 614.3 , -0.0206528 , 0.01377417 , 0 , 4.2e-07 , 28167.0995865 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 17 21:41:26 2014 , -5.59340678035 , -0.00910533416955 , 614.3 , -0.021071 , 0.01395792 , 0 , 4.1e-07 , 29184.550806 , 1.2e-07 , 0 , 1.8e-07 , 0 
Fri Jul 18 14:54:45 2014 , -5.59773624844 , -0.00908723416955 , 616.0 , -0.02106028 , 0.01412885 , 0 , 4.1e-07 , 29202.550806 , 1.2e-07 , 0 , 1.8e-07 , 0 
Fri Jul 18 17:58:21 2014 , -5.59837996844 , -0.00908827916954 , 616.0 , -0.02147848 , 0.01417324 , 0 , 4.1e-07 , 30220.0020255 , 1.2e-07 , 0 , 1.8e-07 , 0 
Fri Jul 18 21:01:55 2014 , -5.95401147326 , -0.0096577639469 , 616.5 , -0.02207239 , 0.01395985 , 0 , 3.9e-07 , 31832.3744951 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 19 00:05:28 2014 , -5.94637133478 , -0.00964537118374 , 616.5 , -0.02207122 , 0.01404917 , 0 , 3.9e-07 , 31861.1508109 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 19 03:09:03 2014 , -5.94637133478 , -0.00964537118374 , 616.5 , -0.02207122 , 0.01401841 , 0 , 3.9e-07 , 31861.1508109 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 19 06:19:00 2014 , -5.75087209003 , -0.00932825967563 , 616.5 , -0.02147272 , 0.01382 , 0 , 4e-07 , 30361.1508109 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 19 09:22:34 2014 , -5.74237292618 , -0.00931447352178 , 616.5 , -0.02207008 , 0.01389 , 0 , 4e-07 , 31889.0161955 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 19 12:26:09 2014 , -5.74237292618 , -0.00931447352178 , 616.5 , -0.02207008 , 0.01403309 , 0 , 4e-07 , 31889.0161955 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 19 13:05:26 2014 , -5.75233941285 , -0.00931447352178 , 617.57 , -0.02207008 , 0.01397074 , 0 , 4e-07 , 31889.0161955 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 19 13:20:35 2014 , -5.94927641017 , -0.00963336368374 , 617.57 , -0.02207008 , 0.01385 , 0 , 3.9e-07 , 31889.0161955 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 19 16:24:08 2014 , -6.16404574124 , -0.0099811288457 , 617.57 , -0.02362989 , 0.01404985 , 0 , 3.8e-07 , 35917.7925113 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 19 19:27:41 2014 , -5.95208862342 , -0.00961068369086 , 619.32 , -0.02304522 , 0.01399 , 0 , 3.9e-07 , 34447.5289978 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sat Jul 19 22:31:15 2014 , -6.15316890016 , -0.00995658398084 , 618.0 , -0.02362758 , 0.01396552 , 0 , 3.8e-07 , 35976.3053136 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 20 01:34:49 2014 , -6.15316890016 , -0.00995658398084 , 618.0 , -0.02362758 , 0.01381123 , 0 , 3.8e-07 , 35976.3053136 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 20 04:38:23 2014 , -6.37121959973 , -0.010317764534 , 617.5 , -0.024195 , 0.01376894 , 0 , 3.7e-07 , 37506.0418001 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 20 07:41:56 2014 , -6.13155926191 , -0.00994414411598 , 616.6 , -0.02362644 , 0.01374115 , 0 , 3.8e-07 , 36006.0418001 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 20 10:45:29 2014 , -6.1305648475 , -0.00994414411598 , 616.5 , -0.02362644 , 0.01379999 , 0 , 3.8e-07 , 36006.0418001 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 20 13:49:03 2014 , -5.85427052542 , -0.00949751869796 , 616.4 , -0.02303457 , 0.01377727 , 0 , 3.9e-07 , 34710.3879539 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 20 16:52:37 2014 , -5.84952176608 , -0.00949751869796 , 615.9 , -0.02303457 , 0.01379107 , 0 , 3.9e-07 , 34710.3879539 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 20 19:56:11 2014 , -6.06418070299 , -0.00984604757751 , 615.9 , -0.02361693 , 0.01383876 , 0 , 3.8e-07 , 36239.1642697 , 1.2e-07 , 0 , 1.8e-07 , 0 
Sun Jul 20 22:59:50 2014 , -6.06418070299 , -0.00984604757751 , 615.9 , -0.02361693 , 0.01372002 , 0 , 3.8e-07 , 36239.1642697 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 21 02:03:25 2014 , -6.05413773446 , -0.00984604757751 , 614.88 , -0.02361693 , 0.01367921 , 0 , 3.8e-07 , 36239.1642697 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 21 05:06:58 2014 , -6.05364543208 , -0.00984604757751 , 614.83 , -0.02361693 , 0.0137388 , 0 , 3.8e-07 , 36239.1642697 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 21 08:10:31 2014 , -5.82339306768 , -0.00948512593481 , 613.95 , -0.0230334 , 0.01393622 , 0 , 3.9e-07 , 34739.1642697 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 21 11:14:06 2014 , -6.03754904546 , -0.00983394257751 , 613.95 , -0.02361576 , 0.01377996 , 0 , 3.8e-07 , 36267.9405855 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 21 11:49:38 2014 , -6.03754904546 , -0.00983394257751 , 613.95 , -0.02361576 , 0.0138534 , 0 , 3.8e-07 , 36267.9405855 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 21 15:32:53 2014 , -6.25802119544 , -0.0101930469834 , 613.95 , -0.02380452 , 0.01390149 , 0 , 3.7e-07 , 36787.7649098 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 21 18:36:27 2014 , -6.03245740877 , -0.00982564933427 , 613.95 , -0.023615 , 0.0137999 , 0 , 3.8e-07 , 36287.7649098 , 1.2e-07 , 0 , 1.8e-07 , 0 
Mon Jul 21 21:40:01 2014 , -6.03245740877 , -0.00982564933427 , 613.95 , -0.023615 , 0.01393515 , 0 , 3.8e-07 , 36287.7649098 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 22 00:43:38 2014 , -6.25808872994 , -0.0101931569834 , 613.95 , -0.02546963 , 0.01387786 , 0 , 3.7e-07 , 41287.7649098 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 22 03:47:12 2014 , -6.25866891269 , -0.0101941019834 , 613.95 , -0.02584791 , 0.01384465 , 0 , 3.7e-07 , 42307.5892341 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 22 06:50:45 2014 , -6.24994721962 , -0.0101815544834 , 613.85 , -0.02584674 , 0.01390001 , 0 , 3.7e-07 , 42338.3392341 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 22 09:54:18 2014 , -6.78080272589 , -0.011046351268 , 613.85 , -0.02693667 , 0.01389519 , 0 , 3.5e-07 , 45400.9106627 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 22 12:57:51 2014 , -6.74815444543 , -0.0109931651795 , 613.85 , -0.02885737 , 0.0139211 , 0 , 3.5e-07 , 51040.5852015 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 22 16:01:26 2014 , -6.43622297567 , -0.0104850093275 , 613.85 , -0.02795962 , 0.01390931 , 0 , 3.6e-07 , 48540.5852015 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 22 19:05:00 2014 , -7.04014061329 , -0.0114688288886 , 613.85 , -0.02955054 , 0.01386701 , 0 , 3.4e-07 , 53181.5032687 , 1.2e-07 , 0 , 1.8e-07 , 0 
Tue Jul 22 22:08:33 2014 , -6.71476633147 , -0.0109387738559 , 613.85 , -0.0288523 , 0.01390001 , 0 , 3.5e-07 , 51181.5032687 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 23 01:12:09 2014 , -6.71465694374 , -0.0109387738559 , 613.84 , -0.0288523 , 0.01384009 , 0 , 3.5e-07 , 51181.5032687 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 23 04:15:44 2014 , -6.7125785767 , -0.0109387738559 , 613.65 , -0.0288523 , 0.01380624 , 0 , 3.5e-07 , 51181.5032687 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 23 07:19:18 2014 , -6.70381247255 , -0.0109182613559 , 614.0 , -0.02885035 , 0.01384964 , 0 , 3.5e-07 , 51234.538983 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 23 10:22:51 2014 , -6.39061390319 , -0.0104081659661 , 614.0 , -0.0279526 , 0.01388401 , 0 , 3.6e-07 , 48734.538983 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 23 13:26:26 2014 , -6.39061390319 , -0.0104081659661 , 614.0 , -0.0279526 , 0.0137 , 0 , 3.6e-07 , 48734.538983 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 23 16:29:54 2014 , -6.3751057359 , -0.0104081659661 , 612.51 , -0.0279526 , 0.01369246 , 0 , 3.6e-07 , 48734.538983 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 23 19:33:27 2014 , -6.37500165424 , -0.0104081659661 , 612.5 , -0.0279526 , 0.0137 , 0 , 3.6e-07 , 48734.538983 , 1.2e-07 , 0 , 1.8e-07 , 0 
Wed Jul 23 22:37:03 2014 , -6.37500165424 , -0.0104081659661 , 612.5 , -0.0279526 , 0.01371873 , 0 , 3.6e-07 , 48734.538983 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 24 01:40:30 2014 , -6.07734785297 , -0.00992220057628 , 612.5 , -0.02739898 , 0.01377347 , 0 , 3.7e-07 , 47234.538983 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 24 04:44:06 2014 , -6.36750465424 , -0.0103959259661 , 612.5 , -0.02795143 , 0.01373523 , 0 , 3.6e-07 , 48765.288983 , 1.2e-07 , 0 , 1.8e-07 , 0 
Thu Jul 24 07:47:41 2014 , -6.3207229874 , -0.0103959259661 , 608.0 , -0.02795143 , 0.01374636 , 0 , 3.6e-07 , 48765.288983 , 1.2e-07 , 0 , 1.8e-07 , 0 
